都道府県番号,都道府県枝番,予選地区名,年度,校数,優勝校,優勝校公立・実業・私立区別,準優勝校,準優勝校公立・実業・私立区別,準優勝校2,準優勝校2公立・実業・私立区別,準優勝校3,準優勝校3公立・実業・私立区別,備考,選手権出場校,注
11,0,埼玉,1988年,160,浦和市立（→市浦和）,公,市川口,公,,,,,,,
11,0,埼玉,1989年,162,川越商,公・実,大宮南,公,,,,,,,
11,0,埼玉,1990年,163,大宮東,公,浦和学院,私,,,,,,,
11,0,埼玉,1991年,163,春日部共栄,私,聖望学園,私,,,,,,,
11,0,埼玉,1992年,163,秀明,私,伊奈学園総合,公,,,,,,,
11,0,埼玉,1993年,165,春日部共栄,私,浦和学院,私,,,,,,,
11,0,埼玉,1994年,165,浦和学院,私,春日部共栄,私,,,,,,,
11,0,埼玉,1995年,166,越谷西,公,大宮東,公,,,,,,,
11,0,埼玉,1996年,163,浦和学院,私,大宮東,公,,,,,,,
11,0,埼玉,1997年,165,春日部共栄,私,市川口,公,,,,,,,
11,0,埼玉,1998年,86,滑川（→滑川総合）,公,川越商,公・実,,,,,西大会,,
11,0,埼玉,1998年,81,埼玉栄,私,浦和学院,私,,,,,東大会,,
11,0,埼玉,1999年,165,聖望学園,私,浦和学院,私,,,,,,,
11,0,埼玉,2000年,164,浦和学院,私,春日部共栄,私,,,,,,,
11,0,埼玉,2001年,166,花咲徳栄,私,春日部東,公,,,,,,,
11,0,埼玉,2002年,167,浦和学院,私,坂戸西,公,,,,,,,
11,0,埼玉,2003年,168,聖望学園,私,春日部共栄,私,,,,,,,
11,0,埼玉,2004年,165,浦和学院,私,所沢商,公・実,,,,,,,
11,0,埼玉,2005年,164,春日部共栄,私,埼玉栄,私,,,,,,,
11,0,埼玉,2006年,162,浦和学院,私,鷲宮,公,,,,,,,
11,0,埼玉,2007年,163,浦和学院,私,本庄一,私,,,,,,,
11,0,埼玉,2008年,78,本庄一,私,上尾,公,,,,,北大会,,
11,0,埼玉,2008年,79,浦和学院,私,立教新座,私,,,,,南大会,,
11,0,埼玉,2009年,158,聖望学園,私,埼玉栄,私,,,,,,,
11,0,埼玉,2010年,159,本庄一,私,花咲徳栄,私,,,,,,,
11,0,埼玉,2011年,159,花咲徳栄,私,春日部共栄,私,,,,,,,
11,0,埼玉,2012年,157,浦和学院,私,聖望学園,私,,,,,,,
11,0,埼玉,2013年,156,浦和学院,私,川越東,私,,,,,,,
11,0,埼玉,2014年,156,春日部共栄,私,市川越,公,,,,,,,
11,0,埼玉,2015年,157,花咲徳栄,私,白岡,公,,,,,,,
11,0,埼玉,2016年,158,花咲徳栄,私,聖望学園,私,,,,,,,
11,0,埼玉,2017年,156,花咲徳栄,私,浦和学院,私,,,,,,,
11,0,埼玉,2018年,74,花咲徳栄,私,上尾,公,,,,,北大会,,
11,0,埼玉,2018年,84,浦和学院,私,川口,公,,,,,南大会,,
11,0,埼玉,2019年,152,花咲徳栄,私,山村学園,私,,,,,,,
11,0,埼玉,2020年,148,狭山ヶ丘,私,昌平,私,,,,,独自大会,7回制,
11,0,埼玉,2021年,149,浦和学院,私,昌平,私,,,,,,,
12,0,千葉,1948年,24,成田,私,佐原（→佐原一・下総）,公,,,,,南関東４,成田,
12,0,千葉,1949年,29,佐原,公,成田,私,,,,,南関東４,×,
12,0,千葉,1950年,32,成田,私,千葉商,公・実,,,,,南関東４,千葉一（→県千葉）　*1,＊1 県大会は準決勝で敗退
12,0,千葉,1951年,35,成田,私,千葉一,公,,,,,南関東４,×,
12,0,千葉,1952年,34,成田,私,船橋（→県船橋）,公,,,,,南関東４,成田,
12,0,千葉,1953年,37,銚子商,公・実,千葉商,公・実,,,,,南関東４,千葉一　*2,＊2 県大会は準決勝で敗退
12,0,千葉,1954年,37,千葉一,公,千葉商,公・実,,,,,南関東４,千葉商,
12,0,千葉,1955年,43,成田,私,千葉一,公,,,,,南関東４,成田,
12,0,千葉,1956年,44,千葉商,公・実,船橋,公,,,,,南関東４,千葉商,
12,0,千葉,1957年,44,成田,私,佐原一（→佐原）,公,,,,,南関東４,×,
12,0,千葉,1958年,46,銚子商,公・実,千葉商,公・実,,,,,なし,銚子商,
12,0,千葉,1959年,46,成東,公,市原一（→市原）,公,,,,,東関東,×,
12,0,千葉,1960年,48,銚子商,公・実,千葉商,公・実,,,,,東関東,×,
12,0,千葉,1961年,49,銚子商,公・実,市銚子,公,,,,,△東関東２,銚子商,
12,0,千葉,1962年,49,習志野,公,市銚子,公,,,,,△東関東２,習志野,
12,0,千葉,1963年,50,銚子商,公・実,千葉経済（→千葉経大付）,私,,,,,なし,銚子商,
12,0,千葉,1964年,56,千葉商,公・実,成東,公,,,,,△東関東２,千葉商,
12,0,千葉,1965年,59,銚子商,公・実,千葉工,公・実,,,,,△東関東２,銚子商,
12,0,千葉,1966年,62,千葉工商（→敬愛学園）,私,千葉商,公・実,,,,,△東関東２,×,
12,0,千葉,1967年,64,習志野,公,成東,公,,,,,△東関東２,習志野,
12,0,千葉,1968年,66,千葉商,公・実,銚子商,公・実,,,,,なし,千葉商,
12,0,千葉,1969年,68,千葉商,公・実,銚子商,公・実,,,,,△東関東２,×,
12,0,千葉,1970年,68,銚子商,公・実,成東,公,,,,,△東関東２,銚子商,
12,0,千葉,1971年,75,銚子商,公・実,成東,公,,,,,△東関東２,銚子商,
12,0,千葉,1972年,77,習志野,公,銚子商,公・実,,,,,△東関東２,習志野,
12,0,千葉,1973年,79,銚子商,公・実,木更津中央（→木更津総合）,私,,,,,なし,銚子商,
12,0,千葉,1974年,82,銚子商,公・実,市銚子,公,,,,,以降1県1代表制,,
12,0,千葉,1975年,84,習志野,公,君津,公,,,,,,,
12,0,千葉,1976年,95,銚子商,公・実,安房,公,,,,,,,
12,0,千葉,1977年,103,千葉商,公・実,習志野,公,,,,,,,
12,0,千葉,1978年,111,我孫子,公,銚子商,公・実,,,,,,,
12,0,千葉,1979年,124,市銚子,公,習志野,公,,,,,,,
12,0,千葉,1980年,132,習志野,公,成東,公,,,,,,,
12,0,千葉,1981年,140,銚子西（→市銚子）,公,銚子商,公・実,,,,,,,
12,0,千葉,1982年,141,東海大浦安,私,千葉商,公・実,,,,,,,
12,0,千葉,1983年,151,印旛（→印旛明誠）,公,君津商,公・実,,,,,,,
12,0,千葉,1984年,158,拓大紅陵,私,東海大浦安,私,,,,,,,
12,0,千葉,1985年,166,銚子商,公・実,市柏,公,,,,,,,
12,0,千葉,1986年,172,拓大紅陵,私,印旛,公,,,,,,,
12,0,千葉,1987年,175,習志野,公,東海大浦安,私,,,,,,,
12,0,千葉,1988年,174,拓大紅陵,私,市柏,公,,,,,,,
12,0,千葉,1989年,175,成東,公,拓大紅陵,私,,,,,,,
12,0,千葉,1990年,175,成田,私,暁星国際,私,,,,,,,
12,0,千葉,1991年,175,我孫子,公,銚子商,公・実,,,,,,,
12,0,千葉,1992年,176,拓大紅陵,私,二松学舎沼南（→二松学舎柏）,私,,,,,,,
12,0,千葉,1993年,177,市船橋,公,成田,私,,,,,,,
12,0,千葉,1994年,177,志学館,私,成田,私,,,,,,,
12,0,千葉,1995年,177,銚子商,公・実,拓大紅陵,私,,,,,,,
12,0,千葉,1996年,174,市船橋,公,二松学舎沼南,私,,,,,,,
12,0,千葉,1997年,173,市船橋,公,流経大柏,私,,,,,,,
12,0,千葉,1998年,89,市船橋,公,東海大浦安,私,,,,,西大会,,
12,0,千葉,1998年,84,八千代松陰,私,成田,私,,,,,東大会,,
12,0,千葉,1999年,172,柏陵,公,市銚子,公,,,,,,,
12,0,千葉,2000年,171,東海大浦安,私,木更津中央,私,,,,,,,
12,0,千葉,2001年,174,習志野,公,東海大望洋（→東海大市原望洋）,私,,,,,,,
12,0,千葉,2002年,174,拓大紅陵,私,中央学院,私,,,,,,,
12,0,千葉,2003年,179,木更津総合,私,志学館,私,,,,,,,
12,0,千葉,2004年,180,千葉経大付,私,習志野,公,,,,,,,
12,0,千葉,2005年,181,銚子商,公・実,拓大紅陵,私,,,,,,,
12,0,千葉,2006年,180,千葉経大付,私,拓大紅陵,私,,,,,,,
12,0,千葉,2007年,178,市船橋,公,木更津総合,私,,,,,,,
12,0,千葉,2008年,94,千葉経大付,私,沼南,公,,,,,西大会,,
12,0,千葉,2008年,81,木更津総合,私,東海大望洋,私,,,,,東大会,,
12,0,千葉,2009年,175,八千代東,公,拓大紅陵,私,,,,,,,
12,0,千葉,2010年,175,成田,私,東海大望洋,私,,,,,,,
12,0,千葉,2011年,172,習志野,公,東京学館浦安,私,,,,,,,
12,0,千葉,2012年,172,木更津総合,私,柏日体（→日体大柏）,私,,,,,,,
12,0,千葉,2013年,171,木更津総合,私,習志野,公,,,,,,,
12,0,千葉,2014年,170,東海大望洋,私,専大松戸,私,,,,,,,
12,0,千葉,2015年,170,専大松戸,私,習志野,公,,,,,,,
12,0,千葉,2016年,170,木更津総合,私,市船橋,公,,,,,,,
12,0,千葉,2017年,168,木更津総合,私,習志野,公,,,,,,,
12,0,千葉,2018年,80,中央学院,私,東京学館浦安,私,,,,,西大会,,
12,0,千葉,2018年,83,木更津総合,私,成田,私,,,,,東大会,,
12,0,千葉,2019年,163,習志野,公,八千代松陰,私,,,,,,,
12,0,千葉,2020年,158,木更津総合,私,専大松戸,私,,,,,独自大会,,
12,0,千葉,2021年,157,専大松戸,私,木更津総合,私,,,,,,,
13,0,東京,1948年,104,慶應義塾　*1,私,明治,私,,,,,１都１代表制,,＊1 1949年神奈川県に移転
13,0,東京,1949年,100,慶應義塾,私,八高（→小山台）,公,,,,,,,
13,0,東京,1950年,113,明治,私,早稲田実,私,,,,,,,
13,0,東京,1951年,120,早稲田実,私,荏原（→日体荏原）,私,,,,,,,
13,0,東京,1952年,117,日大三,私,立教（→立教新座）　*2,私,,,,,,,＊2 1960年埼玉県に移転
13,0,東京,1953年,117,明治,私,荏原,私,,,,,,,
13,0,東京,1954年,117,早稲田実,私,荏原,私,,,,,,,
13,0,東京,1955年,119,日大三,私,日大二,私,,,,,,,
13,0,東京,1956年,124,早稲田実,私,成蹊,私,,,,,,,
13,0,東京,1957年,134,早稲田実,私,日大一,私,,,,,,,
13,0,東京,1958年,140,明治,私,早稲田実,私,,,,,,,
13,0,東京,1959年,145,日大二,私,荏原,私,,,,,,,
13,0,東京,1960年,155,早稲田実,私,法政一（→法政大）,私,,,,,,,
13,0,東京,1961年,158,法政一,私,帝京商（→帝京商工）,私,,,,,,,
13,0,東京,1962年,158,日大三,私,修徳,私,,,,,,,
13,0,東京,1963年,161,日大一,私,明大中野,私,,,,,,,
13,0,東京,1964年,168,修徳,私,早稲田実,私,,,,,,,
13,0,東京,1965年,165,日大二,私,日大三,私,,,,,,,
13,0,東京,1966年,167,修徳,私,日大三,私,,,,,,,
13,0,東京,1967年,167,堀越,私,帝京商工（→帝京大）,私,,,,,,,
13,0,東京,1968年,166,日大一,私,国士舘,私,,,,,,,
13,0,東京,1969年,163,日大一,私,聖橋（→廃校）,私,,,,,,,
13,0,東京,1970年,163,日大一,私,早稲田実,私,,,,,,,
13,0,東京,1971年,162,日大一,私,二松学舎大付,私,,,,,,,
13,0,東京,1972年,163,日大桜丘,私,佼成学園,私,,,,,,,
13,0,東京,1973年,170,日大一,私,早稲田実,私,,,,,,,
13,1,東東京,1974年,92,城西（→城西大城西）,私,二松学舎大付,私,,,,,この年より東西２代表制,,
13,1,東東京,1975年,94,早稲田実,私,日大一,私,,,,,,,
13,1,東東京,1976年,97,日体荏原（→日体大荏原）,私,大森工（→大森学園）,私,,,,,,,
13,1,東東京,1977年,100,早稲田実,私,帝京,私,,,,,,,
13,1,東東京,1978年,102,早稲田実,私,帝京,私,,,,,,,
13,1,東東京,1979年,104,城西,私,日体荏原,私,,,,,,,
13,1,東東京,1980年,106,早稲田実,私,二松学舎大付,私,,,,,,,
13,1,東東京,1981年,107,早稲田実,私,豊南,私,,,,,,,
13,1,東東京,1982年,107,早稲田実,私,修徳,私,,,,,,,
13,1,東東京,1983年,108,帝京,私,関東一,私,,,,,,,
13,1,東東京,1984年,107,日大一,私,二松学舎大付,私,,,,,,,
13,1,東東京,1985年,111,関東一,私,帝京,私,,,,,,,
13,1,東東京,1986年,112,正則学園,私,関東一,私,,,,,,,
13,1,東東京,1987年,114,帝京,私,修徳,私,,,,,,,
13,1,東東京,1988年,117,日大一,私,修徳,私,,,,,,,
13,1,東東京,1989年,118,帝京,私,岩倉,私,,,,,,,
13,1,東東京,1990年,119,関東一,私,修徳,私,,,,,,,
13,1,東東京,1991年,119,帝京,私,日大一,私,,,,,,,
13,1,東東京,1992年,117,帝京,私,二松学舎大付,私,,,,,,,
13,1,東東京,1993年,118,修徳,私,関東一,私,,,,,,,
13,1,東東京,1994年,118,関東一,私,帝京,私,,,,,,,
13,1,東東京,1995年,117,帝京,私,早稲田実,私,,,,,,,
13,1,東東京,1996年,138,早稲田実,私,国士舘,私,,,,,区割り変更（世田谷区が東東京へ）,,
13,1,東東京,1997年,137,岩倉,私,早稲田実,私,,,,,,,
13,1,東東京,1998年,136,帝京,私,二松学舎大付,私,,,,,,,
13,1,東東京,1999年,134,城東,公,駒沢大,私,,,,,,,
13,1,東東京,2000年,139,日大豊山,私,国士舘,私,,,,,,,
13,1,東東京,2001年,140,城東,公,岩倉,私,,,,,,,
13,1,東東京,2002年,141,帝京,私,二松学舎大付,私,,,,,,,
13,1,東東京,2003年,138,雪谷,公,二松学舎大付,私,,,,,,,
13,1,東東京,2004年,143,修徳,私,二松学舎大付,私,,,,,,,
13,1,東東京,2005年,144,国士舘,私,日大豊山,私,,,,,,,
13,1,東東京,2006年,144,帝京,私,国士舘,私,,,,,,,
13,1,東東京,2007年,143,帝京,私,修徳,私,,,,,,,
13,1,東東京,2008年,144,関東一,私,東海大高輪台,私,,,,,,,
13,1,東東京,2009年,145,帝京,私,雪谷,公,,,,,,,
13,1,東東京,2010年,144,関東一,私,修徳,私,,,,,,,
13,1,東東京,2011年,150,帝京,私,関東一,私,,,,,,,
13,1,東東京,2012年,148,成立学園,私,国士舘,私,,,,,,,
13,1,東東京,2013年,139,修徳,私,二松学舎大付,私,,,,,区割り変更（中野区が東東京へ）,,
13,1,東東京,2014年,137,二松学舎大付,私,帝京,私,,,,,,,
13,1,東東京,2015年,137,関東一,私,日大豊山,私,,,,,,,
13,1,東東京,2016年,137,関東一,私,東亜学園,私,,,,,,,
13,1,東東京,2017年,134,二松学舎大付,私,東海大高輪台,私,,,,,,,
13,1,東東京,2018年,132,二松学舎大付,私,小山台,公,,,,,,,
13,1,東東京,2019年,129,関東一,私,小山台,公,,,,,,,
13,1,東東京,2020年,122,帝京,私,関東一,私,,,,,独自大会,,
13,1,東東京,2021年,130,二松学舎大付,私,関東一,私,,,,,,,
13,2,西東京,1974年,82,佼成学園,私,堀越,私,,,,,この年より東西２代表制,,
13,2,西東京,1975年,82,堀越,私,国学院久我山,私,,,,,,,
13,2,西東京,1976年,88,桜美林,私,日大二,私,,,,,,,
13,2,西東京,1977年,88,桜美林,私,明大中野,私,,,,,,,
13,2,西東京,1978年,98,日大二,私,東大和,公,,,,,,,
13,2,西東京,1979年,101,日大三,私,国学院久我山,私,,,,,,,
13,2,西東京,1980年,107,国立,公,駒沢大,私,,,,,,,
13,2,西東京,1981年,109,国学院久我山,私,日本学園,私,,,,,,,
13,2,西東京,1982年,116,日大二,私,日大三,私,,,,,,,
13,2,西東京,1983年,120,創価,私,帝京大,私,,,,,,,
13,2,西東京,1984年,121,法政一,私,日大三,私,,,,,,,
13,2,西東京,1985年,126,日大三,私,東大和,公,,,,,,,
13,2,西東京,1986年,129,東亜学園,私,日大三,私,,,,,,,
13,2,西東京,1987年,130,東亜学園,私,東京菅生（→東海大菅生）,私,,,,,,,
13,2,西東京,1988年,135,堀越,私,日大三,私,,,,,,,
13,2,西東京,1989年,138,東亜学園,私,堀越,私,,,,,,,
13,2,西東京,1990年,139,日大鶴ヶ丘,私,世田谷学園,私,,,,,,,
13,2,西東京,1991年,141,国学院久我山,私,世田谷学園,私,,,,,,,
13,2,西東京,1992年,143,創価,私,堀越,私,,,,,,,
13,2,西東京,1993年,144,堀越,私,国士舘,私,,,,,,,
13,2,西東京,1994年,146,創価,私,国士舘,私,,,,,,,
13,2,西東京,1995年,145,創価,私,国学院久我山,私,,,,,,,
13,2,西東京,1996年,124,東海大菅生,私,東亜学園,私,,,,,区割り変更（世田谷区が東東京へ）,,
13,2,西東京,1997年,123,堀越,私,創価,私,,,,,,,
13,2,西東京,1998年,125,桜美林,私,八王子,私,,,,,,,
13,2,西東京,1999年,125,日大三,私,国学院久我山,私,,,,,,,
13,2,西東京,2000年,128,東海大菅生,私,明大中野八王子,私,,,,,,,
13,2,西東京,2001年,127,日大三,私,東亜学園,私,,,,,,,
13,2,西東京,2002年,124,桜美林,私,日大鶴ヶ丘,私,,,,,,,
13,2,西東京,2003年,119,日大三,私,東海大菅生,私,,,,,,,
13,2,西東京,2004年,120,日大三,私,頴明館,私,,,,,,,
13,2,西東京,2005年,121,日大三,私,明大中野八王子,私,,,,,,,
13,2,西東京,2006年,118,早稲田実,私,日大三,私,,,,,,,
13,2,西東京,2007年,117,創価,私,八王子,私,,,,,,,
13,2,西東京,2008年,119,日大鶴ヶ丘,私,早稲田実,私,,,,,,,
13,2,西東京,2009年,119,日大三,私,日大二,私,,,,,,,
13,2,西東京,2010年,119,早稲田実,私,日大鶴ヶ丘,私,,,,,,,
13,2,西東京,2011年,119,日大三,私,早稲田実,私,,,,,,,
13,2,西東京,2012年,119,日大三,私,佼成学園,私,,,,,,,
13,2,西東京,2013年,131,日大三,私,日野,公,,,,,区割り変更（世田谷区が西東京へ）,,
13,2,西東京,2014年,128,日大鶴ヶ丘,私,東海大菅生,私,,,,,,,
13,2,西東京,2015年,130,早稲田実,私,東海大菅生,私,,,,,,,
13,2,西東京,2016年,128,八王子,私,東海大菅生,私,,,,,,,
13,2,西東京,2017年,128,東海大菅生,私,早稲田実,私,,,,,,,
13,2,西東京,2018年,130,日大三,私,日大鶴ヶ丘,私,,,,,,,
13,2,西東京,2019年,130,国学院久我山,私,創価,私,,,,,,,
13,2,西東京,2020年,121,東海大菅生,私,佼成学園,私,,,,,独自大会,,
13,2,西東京,2021年,127,東海大菅生,私,国学院久我山,私,,,,,,,
14,0,神奈川,1948年,41,浅野学園（→浅野）,私,逗子開成,私,,,,,1県1代表制,,
14,0,神奈川,1949年,41,湘南,公,神奈川商工,公・実,,,,,,,
14,0,神奈川,1950年,47,神奈川商工,公・実,希望ケ丘,公,,,,,,,
14,0,神奈川,1951年,49,希望ケ丘,公,鶴見,公,,,,,,,
14,0,神奈川,1952年,49,法政二,私,湘南,公,,,,,,,
14,0,神奈川,1953年,51,慶應義塾,私,法政二,私,,,,,,,
14,0,神奈川,1954年,51,鶴見工（→横浜サイエンスフロンティア）,公・実,日大,私,,,,,,,
14,0,神奈川,1955年,53,法政二,私,鎌倉学園,私,,,,,,,
14,0,神奈川,1956年,52,慶應義塾,私,神奈川商工,公・実,,,,,,,
14,0,神奈川,1957年,53,法政二,私,神奈川商工,公・実,,,,,,,
14,0,神奈川,1958年,53,法政二,私,神奈川商工,公・実,,,,,,,
14,0,神奈川,1959年,54,法政二,私,慶應義塾,私,,,,,,,
14,0,神奈川,1960年,54,法政二,私,慶應義塾,私,,,,,,,
14,0,神奈川,1961年,53,法政二,私,武相,私,,,,,,,
14,0,神奈川,1962年,56,慶應義塾,私,鎌倉学園,私,,,,,,,
14,0,神奈川,1963年,58,横浜,私,慶應義塾,私,,,,,,,
14,0,神奈川,1964年,62,武相,私,鎌倉学園,私,,,,,,,
14,0,神奈川,1965年,68,武相,私,日大,私,,,,,,,
14,0,神奈川,1966年,71,横浜一商（→横浜商大）,私,武相,私,,,,,,,
14,0,神奈川,1967年,74,武相,私,日大,私,,,,,,,
14,0,神奈川,1968年,74,武相,私,鎌倉学園,私,,,,,,,
14,0,神奈川,1969年,75,東海大相模,私,横浜,私,,,,,,,
14,0,神奈川,1970年,77,東海大相模,私,横浜一商,私,,,,,,,
14,0,神奈川,1971年,79,桐蔭学園,私,武相,私,,,,,,,
14,0,神奈川,1972年,78,東海大相模,私,秦野,公,,,,,,,
14,0,神奈川,1973年,78,藤沢商（→藤沢翔陵）,私,桐蔭学園,私,,,,,,,
14,0,神奈川,1974年,81,東海大相模,私,横浜,私,,,,,,,
14,0,神奈川,1975年,88,東海大相模,私,日大藤沢,私,,,,,,,
14,0,神奈川,1976年,95,東海大相模,私,向上,私,,,,,,,
14,0,神奈川,1977年,104,東海大相模,私,横浜商,公・実,,,,,,,
14,0,神奈川,1978年,115,横浜,私,横浜商,公・実,,,,,,,
14,0,神奈川,1979年,126,横浜商,公・実,横浜,私,,,,,,,
14,0,神奈川,1980年,134,横浜,私,桐蔭学園,私,,,,,,,
14,0,神奈川,1981年,141,横浜,私,東海大相模,私,,,,,,,
14,0,神奈川,1982年,156,法政二,私,日大,私,,,,,,,
14,0,神奈川,1983年,162,横浜商,公・実,横浜,私,,,,,,,
14,0,神奈川,1984年,174,桐蔭学園,私,向上,私,,,,,,,
14,0,神奈川,1985年,188,藤嶺藤沢,私,横浜,私,,,,,,,
14,0,神奈川,1986年,193,横浜商,公・実,横浜,私,,,,,,,
14,0,神奈川,1987年,198,横浜商,公・実,東海大相模,私,,,,,,,
14,0,神奈川,1988年,202,法政二,私,鎌倉学園,私,,,,,,,
14,0,神奈川,1989年,202,横浜,私,日大藤沢,私,,,,,,,
14,0,神奈川,1990年,201,横浜商,公・実,神奈川工,公・実,,,,,,,
14,0,神奈川,1991年,202,桐蔭学園,私,横浜,私,,,,,,,
14,0,神奈川,1992年,202,桐蔭学園,私,横浜,私,,,,,,,
14,0,神奈川,1993年,204,横浜商大,私,横浜,私,,,,,,,
14,0,神奈川,1994年,205,横浜,私,日大藤沢,私,,,,,,,
14,0,神奈川,1995年,205,日大藤沢,私,慶應義塾,私,,,,,,,
14,0,神奈川,1996年,204,横浜,私,日大藤沢,私,,,,,,,
14,0,神奈川,1997年,204,桐蔭学園,私,横浜商,公・実,,,,,,,
14,0,神奈川,1998年,107,平塚学園,私,東海大相模,私,,,,,西大会,,
14,0,神奈川,1998年,97,横浜,私,桐光学園,私,,,,,東大会,,
14,0,神奈川,1999年,205,桐蔭学園,私,桜丘,公,,,,,,,
14,0,神奈川,2000年,207,横浜,私,桐光学園,私,,,,,,,
14,0,神奈川,2001年,205,横浜,私,桐光学園,私,,,,,,,
14,0,神奈川,2002年,205,桐光学園,私,東海大相模,私,,,,,,,
14,0,神奈川,2003年,198,横浜商大,私,横浜,私,,,,,,,
14,0,神奈川,2004年,195,横浜,私,神奈川工,公・実,,,,,,,
14,0,神奈川,2005年,195,桐光学園,私,慶應義塾,私,,,,,,,
14,0,神奈川,2006年,196,横浜,私,東海大相模,私,,,,,,,
14,0,神奈川,2007年,194,桐光学園,私,東海大相模,私,,,,,,,
14,0,神奈川,2008年,99,慶應義塾,私,東海大相模,私,,,,,北大会,,
14,0,神奈川,2008年,92,横浜,私,横浜創学館,私,,,,,南大会,,
14,0,神奈川,2009年,189,横浜隼人,私,桐蔭学園,私,,,,,,,
14,0,神奈川,2010年,186,東海大相模,私,横浜,私,,,,,,,
14,0,神奈川,2011年,186,横浜,私,桐光学園,私,,,,,,,
14,0,神奈川,2012年,190,桐光学園,私,桐蔭学園,私,,,,,,,
14,0,神奈川,2013年,190,横浜,私,平塚学園,私,,,,,,,
14,0,神奈川,2014年,190,東海大相模,私,向上,私,,,,,,,
14,0,神奈川,2015年,186,東海大相模,私,横浜,私,,,,,,,
14,0,神奈川,2016年,188,横浜,私,慶應義塾,私,,,,,,,
14,0,神奈川,2017年,189,横浜,私,東海大相模,私,,,,,,,
14,0,神奈川,2018年,94,慶應義塾,私,桐光学園,私,,,,,北大会,,
14,0,神奈川,2018年,92,横浜,私,鎌倉学園,私,,,,,南大会,,
14,0,神奈川,2019年,181,東海大相模,私,日大藤沢,私,,,,,,,
14,0,神奈川,2020年,173,東海大相模,私,相洋,私,,,,,独自大会,,
14,0,神奈川,2021年,176,横浜,私,横浜創学館,私,,,,,,,
15,0,新潟,1948年,21,新潟,公,新潟工,公・実,,,,,信越２,×,
15,0,新潟,1949年,26,柏崎,公,長岡,公,,,,,信越２,×,
15,0,新潟,1950年,38,新潟,公,新発田,公,,,,,信越４,×,
15,0,新潟,1951年,41,新潟商,公・実,新潟,公,,,,,信越４,×,
15,0,新潟,1952年,45,新潟,公,長岡,公,,,,,信越４,×,
15,0,新潟,1953年,43,村松,公,新潟南,公,,,,,信越４,×,
15,0,新潟,1954年,42,長岡商,公・実,三条,公,,,,,信越４,×,
15,0,新潟,1955年,43,新潟商,公・実,新津,公,,,,,信越４,×,
15,0,新潟,1956年,42,三条,公,新潟商,公・実,,,,,信越４,×,
15,0,新潟,1957年,43,長岡商,公・実,新潟商,公・実,,,,,信越４,×,
15,0,新潟,1958年,43,新潟商,公・実,新発田,公,,,,,なし,新潟商,
15,0,新潟,1959年,46,新潟商,公・実,長岡商,公・実,,,,,北越,×,
15,0,新潟,1960年,45,新発田,公,新潟商,公・実,,,,,△北越２,×,
15,0,新潟,1961年,46,新発田農,公・実,直江津,公,,,,,△北越２,新発田農,
15,0,新潟,1962年,47,長岡商,公・実,巻,公,,,,,△北越２,×,
15,0,新潟,1963年,56,新潟商,公・実,北越商（→北越）,私,,,,,なし,新潟商,
15,0,新潟,1964年,57,小千谷,公,新発田農,公・実,,,,,△北越２,×,
15,0,新潟,1965年,59,新発田,公,新発田農,公・実,,,,,△北越２,×,
15,0,新潟,1966年,60,小千谷,公,中越,私,,,,,△北越２,小千谷,
15,0,新潟,1967年,62,糸魚川商工（→糸魚川白嶺）,公・実,中越,私,,,,,△北越２,×,
15,0,新潟,1968年,63,新潟商,公・実,柏崎工,公・実,,,,,なし,新潟商,
15,0,新潟,1969年,65,中越,私,北越商,私,,,,,△北越２,×,
15,0,新潟,1970年,68,長岡商,公・実,新発田商工（→新発田商・新発田南）,公・実,,,,,△北越２,長岡商,
15,0,新潟,1971年,69,長岡,公,新潟市工（→高志）,公・実,,,,,△北越２,×,
15,0,新潟,1972年,71,糸魚川商工,公・実,長岡工,公・実,,,,,△北越２,糸魚川商工,
15,0,新潟,1973年,74,糸魚川商工,公・実,新潟商,公・実,,,,,以降１県１代表制,,
15,0,新潟,1974年,74,長岡商,公・実,中越,私,,,,,,,
15,0,新潟,1975年,78,新潟商,公・実,柏崎工,公・実,,,,,,,
15,0,新潟,1976年,79,高田商,公・実,長岡,公,,,,,,,
15,0,新潟,1977年,83,長岡,公,小千谷,公,,,,,,,
15,0,新潟,1978年,85,中越,私,新発田農,公・実,,,,,,,
15,0,新潟,1979年,86,長岡,公,糸魚川商工,公・実,,,,,,,
15,0,新潟,1980年,85,新発田農,公・実,与板（→正徳館）,公,,,,,,,
15,0,新潟,1981年,91,新発田農,公・実,中越,私,,,,,,,
15,0,新潟,1982年,92,新潟工,公・実,高志,公,,,,,,,
15,0,新潟,1983年,96,中越,私,新潟明訓,私,,,,,,,
15,0,新潟,1984年,101,新潟南,公,十日町実（→十日町総合）,公・実,,,,,,,
15,0,新潟,1985年,103,中越,私,高田工（→上越総合技術）,公・実,,,,,,,
15,0,新潟,1986年,105,中越,私,十日町,公,,,,,,,
15,0,新潟,1987年,106,新発田農,公・実,中越,私,,,,,,,
15,0,新潟,1988年,107,中越,私,糸魚川,公,,,,,,,
15,0,新潟,1989年,107,新潟南,公,新発田農,公・実,,,,,,,
15,0,新潟,1990年,108,高田工,公・実,新発田農,公・実,,,,,,,
15,0,新潟,1991年,108,新潟明訓,私,柏崎,公,,,,,,,
15,0,新潟,1992年,108,長岡向陵,公,新潟南,公,,,,,,,
