都道府県番号,都道府県枝番,予選地区名,年度,校数,優勝校,優勝校公立・実業・私立区別,準優勝校,準優勝校公立・実業・私立区別,準優勝校2,準優勝校2公立・実業・私立区別,準優勝校3,準優勝校3公立・実業・私立区別,備考,選手権出場校,注
37,0,徳島,2012年,31,鳴門,公,鳴門渦潮,公,,,,,,,
37,0,徳島,2013年,31,鳴門,公,川島,公,,,,,,,
37,0,徳島,2014年,31,鳴門,公,鳴門渦潮,公,,,,,,,
37,0,徳島,2015年,31,鳴門,公,城南,公,,,,,,,
37,0,徳島,2016年,31,鳴門,公,鳴門渦潮,公,,,,,,,
37,0,徳島,2017年,31,鳴門渦潮,公,板野,公,,,,,,,
37,0,徳島,2018年,31,鳴門,公,生光学園,私,,,,,,,
37,0,徳島,2019年,30,鳴門,公,富岡西,公,,,,,,,
37,0,徳島,2020年,30,鳴門,公,徳島商,公・実,,,,,独自大会,,
37,0,徳島,2021年,29,阿南光,公,生光学園,私,,,,,,,
38,0,愛媛,1948年,14,松山商（→松山東）,公・実,八幡浜商（→八幡浜）,公・実,,,,,北四国２,×,
38,0,愛媛,1949年,18,松山商,公・実,松山一（→松山東）,公,,,,,北四国２,×,
38,0,愛媛,1950年,22,松山東（→松山東・松山商）,公,今治西（→今治西・今治工）,公,,,,,北四国２,松山東,
38,0,愛媛,1951年,28,西条北（→西条）,公,松山東,公,,,,,北四国２,×,
38,0,愛媛,1952年,30,松山商,公・実,八幡浜,公,,,,,北四国２,松山商,
38,0,愛媛,1953年,31,松山商,公・実,西条北,公,,,,,北四国２,松山商,
38,0,愛媛,1954年,33,宇和島東,公,松山北,公,,,,,北四国２,×,
38,0,愛媛,1955年,33,松山商,公・実,宇和島東,公,,,,,北四国２,×,
38,0,愛媛,1956年,34,西条,公,松山商,公・実,,,,,北四国２,西条,
38,0,愛媛,1957年,34,西条,公,松山商,公・実,,,,,△北四国２,×,
38,0,愛媛,1958年,35,八幡浜,公,新田,私,,,,,なし,八幡浜,
38,0,愛媛,1959年,36,西条,公,宇和,公,,,,,北四国,西条,
38,0,愛媛,1960年,36,西条,公,松山商,公・実,,,,,△北四国２,西条,
38,0,愛媛,1961年,39,松山商,公・実,川之江,公,,,,,△北四国２,松山商,
38,0,愛媛,1962年,39,西条,公,今治西,公,,,,,△北四国２,西条,
38,0,愛媛,1963年,40,今治西,公,西条,公,,,,,なし,今治西,
38,0,愛媛,1964年,42,今治南,公,今治西,公,,,,,△北四国２,今治南,
38,0,愛媛,1965年,44,今治西,公,松山商,公・実,,,,,△北四国２,×,
38,0,愛媛,1966年,45,松山商,公・実,宇和島東,公,,,,,△北四国２,松山商,
38,0,愛媛,1967年,45,今治南,公,松山商,公・実,,,,,△北四国２,今治南,
38,0,愛媛,1968年,45,松山商,公・実,南宇和,公,,,,,なし,松山商,
38,0,愛媛,1969年,45,松山商,公・実,今治西,公,,,,,△北四国２,松山商,
38,0,愛媛,1970年,46,西条,公,新田,私,,,,,△北四国２,×,
38,0,愛媛,1971年,45,今治西,公,八幡浜,公,,,,,△北四国２,今治西,
38,0,愛媛,1972年,46,今治西,公,松山商,公・実,,,,,△北四国２,×,
38,0,愛媛,1973年,47,今治西,公,西条,公,,,,,なし,今治西,
38,0,愛媛,1974年,47,帝京五,私,新居浜商,公・実,,,,,△北四国２,×,
38,0,愛媛,1975年,47,新居浜商,公・実,西条,公,,,,,△北四国２,新居浜商,
38,0,愛媛,1976年,50,今治西,公,新居浜商,公・実,,,,,以降１県１代表制,,
38,0,愛媛,1977年,52,今治西,公,新居浜商,公・実,,,,,,,
38,0,愛媛,1978年,52,松山商,公・実,今治西,公,,,,,,,
38,0,愛媛,1979年,52,新居浜商,公・実,松山商,公・実,,,,,,,
38,0,愛媛,1980年,54,南宇和,公,帝京五,私,,,,,,,
38,0,愛媛,1981年,54,今治西,公,帝京五,私,,,,,,,
38,0,愛媛,1982年,54,川之江,公,今治西,公,,,,,,,
38,0,愛媛,1983年,57,川之江,公,川之石,公,,,,,,,
38,0,愛媛,1984年,58,松山商,公・実,宇和島東,公,,,,,,,
38,0,愛媛,1985年,59,川之江,公,西条,公,,,,,,,
38,0,愛媛,1986年,59,松山商,公・実,宇和島東,公,,,,,,,
38,0,愛媛,1987年,60,宇和島東,公,三島,公,,,,,,,
38,0,愛媛,1988年,60,松山商,公・実,八幡浜工,公・実,,,,,,,
38,0,愛媛,1989年,60,宇和島東,公,新田,私,,,,,,,
38,0,愛媛,1990年,60,松山商,公・実,新田,私,,,,,,,
38,0,愛媛,1991年,60,川之江,公,今治西,公,,,,,,,
38,0,愛媛,1992年,61,西条,公,松山商,公・実,,,,,,,
38,0,愛媛,1993年,61,宇和島東,公,今治西,公,,,,,,,
38,0,愛媛,1994年,61,宇和島東,公,西条,公,,,,,,,
38,0,愛媛,1995年,61,松山商,公・実,丹原,公,,,,,,,
38,0,愛媛,1996年,61,松山商,公・実,帝京五,私,,,,,,,
38,0,愛媛,1997年,61,宇和島東,公,今治西,公,,,,,,,
38,0,愛媛,1998年,61,宇和島東,公,今治西,公,,,,,,,
38,0,愛媛,1999年,61,宇和島東,公,西条,公,,,,,,,
38,0,愛媛,2000年,61,丹原,公,今治西,公,,,,,,,
38,0,愛媛,2001年,61,松山商,公・実,宇和島東,公,,,,,,,
38,0,愛媛,2002年,62,川之江,公,松山聖陵,私,,,,,,,
38,0,愛媛,2003年,62,今治西,公,宇和島東,公,,,,,,,
38,0,愛媛,2004年,63,済美,私,新田,私,,,,,,,
38,0,愛媛,2005年,62,済美,私,西条,公,,,,,,,
38,0,愛媛,2006年,64,今治西,公,今治北,公,,,,,,,
38,0,愛媛,2007年,63,今治西,公,済美,私,,,,,,,
38,0,愛媛,2008年,61,済美,私,帝京五,私,,,,,,,
38,0,愛媛,2009年,60,西条,公,済美,私,,,,,,,
38,0,愛媛,2010年,59,宇和島東,公,済美,私,,,,,,,
38,0,愛媛,2011年,59,今治西,公,新田,私,,,,,,,
38,0,愛媛,2012年,59,今治西,公,川之江,公,,,,,,,
38,0,愛媛,2013年,59,済美,私,今治西,公,,,,,,,
38,0,愛媛,2014年,59,小松,公,松山東,公,,,,,,,
38,0,愛媛,2015年,58,今治西,公,小松,公,,,,,,,
38,0,愛媛,2016年,60,松山聖陵,私,新田,私,,,,,,,
38,0,愛媛,2017年,60,済美,私,帝京五,私,,,,,,,
38,0,愛媛,2018年,59,済美,私,新田,私,,,,,,,
38,0,愛媛,2019年,58,宇和島東,公,松山聖陵,私,,,,,,,
38,0,愛媛,2020年,52,松山聖陵,私,宇和島東,公,,,,,独自大会,,
38,0,愛媛,2021年,56,新田,私,聖カタリナ学園,私,,,,,,,
39,0,高知,1948年,9,高知商,公・実,高知工 *1,公・実,,,,,南四国２,高知商,＊1 高知工辞退で南四国大会には高知（現・高知追手前）が進出
39,0,高知,1949年,13,高知（→高知追手前）,公,高知商,公・実,,,,,南四国２,×,
39,0,高知,1950年,17,高知商,公・実,土佐,私,,,,,南四国２,×,
39,0,高知,1951年,15,高知商,公・実,土佐,私,,,,,南四国２,高知商,
39,0,高知,1952年,15,高知商,公・実,土佐,私,,,,,△南四国２,×,
39,0,高知,1953年,13,高知商,公・実,土佐,私,,,,,南四国２,土佐,
39,0,高知,1954年,14,土佐,私,高知商,公・実,,,,,南四国２,高知商,
39,0,高知,1955年,14,高知商,公・実,城東（→高知）,私,,,,,南四国２,城東,
39,0,高知,1956年,12,高知商,公・実,高知,私,,,,,南四国２,×,
39,0,高知,1957年,13,高知商,公・実,高知,私,,,,,南四国２,高知,
39,0,高知,1958年,13,高知商,公・実,土佐,私,,,,,なし,高知商,
39,0,高知,1959年,14,高知商,公・実,高知,私,,,,,南四国,高知商,
39,0,高知,1960年,14,高知,私,高知商,公・実,,,,,△南四国２,×,
39,0,高知,1961年,14,高知商,公・実,高知追手前,公,,,,,△南四国２,高知商,
39,0,高知,1962年,14,高知,私,高知商,公・実,,,,,△南四国２,×,
39,0,高知,1963年,15,高知,私,高知商,公・実,,,,,なし,高知,
39,0,高知,1964年,16,高知,私,高知商,公・実,,,,,△南四国２,高知,
39,0,高知,1965年,16,伊野商,公・実,高知,私,,,,,△南四国２,×,
39,0,高知,1966年,17,高知,私,土佐,私,,,,,△南四国２,×,
39,0,高知,1967年,16,土佐,私,高知,私,,,,,△南四国２,土佐,
39,0,高知,1968年,17,高知,私,土佐,私,,,,,なし,高知,
39,0,高知,1969年,17,高知商,公・実,中村,公,,,,,△南四国２,高知商,
39,0,高知,1970年,18,高知商,公・実,土佐,私,,,,,△南四国２,高知商,
39,0,高知,1971年,18,高知,私,土佐,私,,,,,△南四国２,×,
39,0,高知,1972年,18,高知商,公・実,土佐,私,,,,,△南四国２,高知商,
39,0,高知,1973年,17,高知商,公・実,土佐,私,,,,,なし,高知商,
39,0,高知,1974年,19,高知,私,高知西,公,,,,,△南四国２,高知,
39,0,高知,1975年,19,土佐,私,中村,公,,,,,△南四国２,土佐,
39,0,高知,1976年,21,安芸,公,高知商,公・実,,,,,△南四国２,×,
39,0,高知,1977年,20,高知,私,高知商,公・実,,,,,△南四国２,高知,
39,0,高知,1978年,21,高知商,公・実,土佐,私,,,,,以降１県１代表制,,
39,0,高知,1979年,20,高知,私,明徳（→明徳義塾）,私,,,,,,,
39,0,高知,1980年,22,高知商,公・実,明徳,私,,,,,,,
39,0,高知,1981年,22,高知,私,土佐,私,,,,,,,
39,0,高知,1982年,24,高知商,公・実,高知,私,,,,,,,
39,0,高知,1983年,24,高知商,公・実,高知東,公,,,,,,,
39,0,高知,1984年,25,明徳義塾,私,高知,私,,,,,,,
39,0,高知,1985年,25,高知商,公・実,伊野商,公・実,,,,,,,
39,0,高知,1986年,25,高知商,公・実,明徳義塾,私,,,,,,,
39,0,高知,1987年,26,伊野商,公・実,明徳義塾,私,,,,,,,
39,0,高知,1988年,27,高知商,公・実,高知,私,,,,,,,
39,0,高知,1989年,27,土佐,私,高知南,公,,,,,,,
39,0,高知,1990年,27,高知商,公・実,明徳義塾,私,,,,,,,
39,0,高知,1991年,29,明徳義塾,私,高知追手前,公,,,,,,,
39,0,高知,1992年,29,明徳義塾,私,伊野商,公・実,,,,,,,
39,0,高知,1993年,30,高知商,公・実,土佐,私,,,,,,,
39,0,高知,1994年,30,宿毛,公,安芸,公,,,,,,,
39,0,高知,1995年,30,高知商,公・実,高知,私,,,,,,,
39,0,高知,1996年,30,明徳義塾,私,土佐,私,,,,,,,
39,0,高知,1997年,32,高知商,公・実,明徳義塾,私,,,,,,,
39,0,高知,1998年,32,明徳義塾,私,高知,私,,,,,,,
39,0,高知,1999年,33,明徳義塾,私,高知,私,,,,,,,
39,0,高知,2000年,33,明徳義塾,私,土佐,私,,,,,,,
39,0,高知,2001年,30,明徳義塾,私,高知,私,,,,,,,
39,0,高知,2002年,31,明徳義塾,私,高知,私,,,,,,,
39,0,高知,2003年,32,明徳義塾,私,高知,私,,,,,,,
39,0,高知,2004年,32,明徳義塾,私,高知商,公・実,,,,,,,
39,0,高知,2005年,31,明徳義塾　*2,私,高知,私,,,,,,,＊2 不祥事のため明徳義塾の優勝取り消し
39,0,高知,2006年,32,高知商,公・実,明徳義塾,私,,,,,,,
39,0,高知,2007年,32,高知,私,明徳義塾,私,,,,,,,
39,0,高知,2008年,32,高知,私,高知商,公・実,,,,,,,
39,0,高知,2009年,31,高知,私,明徳義塾,私,,,,,,,
39,0,高知,2010年,32,明徳義塾,私,高知商,公・実,,,,,,,
39,0,高知,2011年,33,明徳義塾,私,高知,私,,,,,,,
39,0,高知,2012年,33,明徳義塾,私,高知,私,,,,,,,
39,0,高知,2013年,32,明徳義塾,私,高知,私,,,,,,,
39,0,高知,2014年,31,明徳義塾,私,高知,私,,,,,,,
39,0,高知,2015年,31,明徳義塾,私,高知,私,,,,,,,
39,0,高知,2016年,29,明徳義塾,私,中村,公,,,,,,,
39,0,高知,2017年,28,明徳義塾,私,梼原,公,,,,,,,
39,0,高知,2018年,28,高知商,公・実,明徳義塾,私,,,,,,,
39,0,高知,2019年,26,明徳義塾,私,高知,私,,,,,,,
39,0,高知,2020年,23,高知,私,明徳義塾,私,,,,,独自大会,,
39,0,高知,2021年,24,明徳義塾,私,高知,私,,,,,,,
40,0,福岡,1948年,48,小倉（→小倉北）,公,伝習館,公,,,,,1県1代表制,,
40,0,福岡,1949年,54,小倉北（→小倉）,公,八幡,公,,,,,,,
40,0,福岡,1950年,74,小倉（→小倉・小倉商）,公,三池,公,,,,,,,
40,0,福岡,1951年,79,小倉,公,伝習館,公,,,,,,,
40,0,福岡,1952年,78,三池,公,伝習館,公,,,,,,,
40,0,福岡,1953年,76,東筑（→東筑・折尾）,公,戸畑,公,,,,,,,
40,0,福岡,1954年,74,小倉,公,嘉穂東,公,,,,,,,
40,0,福岡,1955年,73,小倉,公,門司東（→門司学園）,公,,,,,,,
40,0,福岡,1956年,75,小倉,公,戸畑,公,,,,,,,
40,0,福岡,1957年,75,戸畑,公,修猷館,公,,,,,,,
40,0,福岡,1958年,78,八女,公,小倉,公,,,,,,,
40,0,福岡,1959年,82,戸畑,公,東筑,公,,,,,,,
40,0,福岡,1960年,85,戸畑,公,柳川商（→柳川）,私,,,,,,,
40,0,福岡,1961年,85,戸畑,公,小倉,公,,,,,,,
40,0,福岡,1962年,89,久留米商,公・実,小倉工,公・実,,,,,,,
40,0,福岡,1963年,92,柳川商,私,博多工,公・実,,,,,,,
40,0,福岡,1964年,100,小倉工,公・実,八幡工,公・実,,,,,,,
40,0,福岡,1965年,107,三池工,公・実,飯塚商（→廃校）,私,,,,,,,
40,0,福岡,1966年,103,小倉工,公・実,柳川商,私,,,,,,,
40,0,福岡,1967年,104,小倉工,公・実,九州工（→真颯館）,私,,,,,,,
40,0,福岡,1968年,104,飯塚商,私,博多,私,,,,,,,
40,0,福岡,1969年,103,飯塚商,私,直方学園（→廃校）　*1,私,,,,,,,＊ 1 廃校時の名称は直方東
40,0,福岡,1970年,102,九州工,私,博多工,公・実,,,,,,,
40,0,福岡,1971年,103,筑紫工（→筑紫台）,私,八女工,公・実,,,,,,,
40,0,福岡,1972年,105,東筑,公,戸畑商（→北九州市立）,公・実,,,,,,,
40,0,福岡,1973年,105,柳川商,私,直方学園,私,,,,,,,
40,0,福岡,1974年,104,福岡第一,私,小倉南,公,,,,,,,
40,0,福岡,1975年,107,小倉南,公,柳川商,私,,,,,,,
40,0,福岡,1976年,111,柳川商,私,九州工,私,,,,,,,
40,0,福岡,1977年,111,九州産（→九産大九産）,私,柳川商,私,,,,,,,
40,0,福岡,1978年,111,東筑,公,柳川商,私,,,,,,,
40,0,福岡,1979年,111,八幡大付（→九州国際大付）,私,嘉穂,公,,,,,,,
40,0,福岡,1980年,115,田川,公,嘉穂,公,,,,,,,
40,0,福岡,1981年,114,福岡大大濠,私,九州産,私,,,,,,,
40,0,福岡,1982年,119,八幡大付,私,博多工,公・実,,,,,,,
40,0,福岡,1983年,122,久留米商,公・実,福岡,公,,,,,,,
40,0,福岡,1984年,125,福岡大大濠,私,八幡大付,私,,,,,,,
40,0,福岡,1985年,129,久留米商,公・実,福岡第一,私,,,,,,,
40,0,福岡,1986年,128,西日本短大付,私,豊国学園,私,,,,,,,
40,0,福岡,1987年,130,東筑,公,柳川,私,,,,,,,
40,0,福岡,1988年,134,福岡第一,私,八幡大付,私,,,,,,,
40,0,福岡,1989年,134,福岡大大濠,私,西日本短大付,私,,,,,,,
40,0,福岡,1990年,135,西日本短大付,私,福岡工大付（→福岡工大城東）,私,,,,,,,
40,0,福岡,1991年,137,柳川,私,沖学園,私,,,,,,,
40,0,福岡,1992年,137,西日本短大付,私,福岡工大付,私,,,,,,,
40,0,福岡,1993年,134,東福岡,私,小倉東,公,,,,,,,
40,0,福岡,1994年,136,九州工,私,九州国際大付,私,,,,,,,
40,0,福岡,1995年,137,柳川,私,福岡工大付,私,,,,,,,
40,0,福岡,1996年,135,東筑,公,東福岡,私,,,,,,,
40,0,福岡,1997年,137,福岡工大付,私,柳川,私,,,,,,,
40,0,福岡,1998年,134,東福岡,私,東筑,公,,,,,,,
40,0,福岡,1999年,132,東福岡,私,九産大九州,私,,,,,,,
40,0,福岡,2000年,131,柳川,私,福岡工大付,私,,,,,,,
40,0,福岡,2001年,133,九産大九州,私,福岡工,公・実,,,,,,,
40,0,福岡,2002年,135,柳川,私,九州国際大付,私,,,,,,,
40,0,福岡,2003年,135,筑陽学園,私,九産大九州,私,,,,,,,
40,0,福岡,2004年,134,西日本短大付,私,福岡第一,私,,,,,,,
40,0,福岡,2005年,131,柳川,私,戸畑商,公・実,,,,,,,
40,0,福岡,2006年,131,福岡工大城東,私,柳川,私,,,,,,,
40,0,福岡,2007年,130,東福岡,私,沖学園,私,,,,,,,
40,0,福岡,2008年,132,飯塚,私,沖学園,私,,,,,,,
40,0,福岡,2009年,133,九州国際大付,私,筑陽学園,私,,,,,,,
40,0,福岡,2010年,133,西日本短大付,私,東福岡,私,,,,,,,
40,0,福岡,2011年,135,九州国際大付,私,東筑,公,,,,,,,
40,0,福岡,2012年,135,飯塚,私,福岡第一,私,,,,,,,
40,0,福岡,2013年,135,自由ヶ丘,私,南筑,公,,,,,,,
40,0,福岡,2014年,135,九州国際大付,私,北筑,公,,,,,,,
40,0,福岡,2015年,136,九州国際大付,私,東海大五（→東海大福岡）,私,,,,,,,
40,0,福岡,2016年,134,九州国際大付,私,福岡工大城東,私,,,,,,,
40,0,福岡,2017年,134,東筑,公,福岡大大濠,私,,,,,,,
40,0,福岡,2018年,63,折尾愛真,私,飯塚,私,,,,,北大会,,
40,0,福岡,2018年,70,沖学園,私,九産大九州,私,,,,,南大会,,
40,0,福岡,2019年,133,筑陽学園,私,西日本短大付,私,,,,,,,
40,0,福岡,2020年,123,,,,,,,,,独自大会　4地区決勝まで,,
40,0,福岡,2021年,135,西日本短大付,私,真颯館,私,,,,,,,
41,0,佐賀,1948年,15,鹿島（→鹿島・鹿島実）,公,佐賀一（→佐賀）,公,武雄,公,龍谷,私,△西九州４,鹿島,
41,0,佐賀,1949年,13,龍谷,私,佐賀（→佐賀北・佐賀西・佐賀東）,公,,,,,西九州２,×,
41,0,佐賀,1950年,17,唐津（→唐津西・唐津東）,公,佐賀,公,,,,,西九州２,×,
41,0,佐賀,1951年,16,佐賀,公,龍谷,私,,,,,西九州４,×,
41,0,佐賀,1952年,16,佐賀商,公・実,鳥栖工,公・実,,,,,西九州２,×,
41,0,佐賀,1953年,19,佐賀,公,鳥栖工,公・実,,,,,西九州２,×,
41,0,佐賀,1954年,19,鳥栖工,公・実,龍谷,私,,,,,西九州４,×,
41,0,佐賀,1955年,20,佐賀商,公・実,龍谷,私,,,,,西九州２,×,
41,0,佐賀,1956年,20,佐賀商,公・実,佐賀,公,,,,,西九州２,×,
41,0,佐賀,1957年,21,佐賀商,公・実,鹿島（→鹿島・鹿島実）,公,佐賀,公,龍谷,私,△西九州４,佐賀商,
41,0,佐賀,1958年,21,佐賀,公,佐賀商,公・実,,,,,なし,佐賀,
41,0,佐賀,1959年,22,鹿島,公,佐賀,公,,,,,西九州,×,
41,0,佐賀,1960年,22,鹿島,公,鳥栖工,公・実,,,,,△西九州２,鹿島,
41,0,佐賀,1961年,23,鹿島,公,唐津実→唐津工・唐津商・唐津南）,公・実,,,,,△西九州２,×,
41,0,佐賀,1962年,24,佐賀商,公・実,鳥栖工,公・実,,,,,△西九州２,佐賀商,
41,0,佐賀,1963年,23,武雄,公,唐津東,公,,,,,なし,武雄,
41,0,佐賀,1964年,29,唐津商,公・実,鳥栖（→鳥栖・鳥栖商）,公,,,,,△西九州２,×,
41,0,佐賀,1965年,31,佐賀商,公・実,武雄,公,,,,,△西九州２,佐賀商,
41,0,佐賀,1966年,31,佐賀工,公・実,佐賀西,公,,,,,△西九州２,×,
41,0,佐賀,1967年,31,佐賀西,公,白石,公,,,,,△西九州２,×,
41,0,佐賀,1968年,31,佐賀工,公・実,鹿島,公,,,,,なし,佐賀工,
41,0,佐賀,1969年,31,佐賀工,公・実,佐賀実（→佐賀学園）,私,,,,,△西九州２,×,
41,0,佐賀,1970年,31,唐津商,公・実,佐賀西,公,,,,,△西九州２,唐津商,
41,0,佐賀,1971年,32,佐賀工,公・実,龍谷,私,,,,,△西九州２,×,
41,0,佐賀,1972年,32,佐賀工,公・実,多久工（→多久）,公・実,,,,,△西九州２,×,
41,0,佐賀,1973年,33,唐津商,公・実,佐賀工,公・実,,,,,なし,唐津商,
41,0,佐賀,1974年,33,佐賀工,公・実,佐賀商,公・実,,,,,△西九州２,×,
41,0,佐賀,1975年,34,唐津商,公・実,佐賀北,公,,,,,△西九州２,×,
41,0,佐賀,1976年,34,佐賀商,公・実,龍谷,私,,,,,△西九州２,×,
41,0,佐賀,1977年,35,佐賀商,公・実,佐賀北,公,,,,,△西九州２,佐賀商,
41,0,佐賀,1978年,36,小城,公,佐賀学園,私,,,,,以降1県1代表制,,
41,0,佐賀,1979年,37,佐賀商,公・実,佐賀工,公・実,,,,,,,
41,0,佐賀,1980年,37,龍谷,私,佐賀学園,私,,,,,,,
41,0,佐賀,1981年,39,佐賀学園,私,佐賀北,公,,,,,,,
41,0,佐賀,1982年,39,佐賀商,公・実,佐賀学園,私,,,,,,,
41,0,佐賀,1983年,40,鳥栖,公,佐賀北,公,,,,,,,
41,0,佐賀,1984年,40,唐津商,公・実,鹿島実（→鹿島）,公・実,,,,,,,
41,0,佐賀,1985年,39,佐賀商,公・実,唐津商,公・実,,,,,,,
41,0,佐賀,1986年,40,唐津西,公,有田工,公・実,,,,,,,
41,0,佐賀,1987年,40,佐賀工,公・実,佐賀商,公・実,,,,,,,
41,0,佐賀,1988年,40,佐賀商,公・実,佐賀西,公,,,,,,,
41,0,佐賀,1989年,42,佐賀商,公・実,佐賀学園,私,,,,,,,
41,0,佐賀,1990年,42,佐賀学園,私,龍谷,私,,,,,,,
41,0,佐賀,1991年,42,佐賀学園,私,小城,公,,,,,,,
41,0,佐賀,1992年,42,佐賀東,公,唐津西,公,,,,,,,
41,0,佐賀,1993年,42,鳥栖商,公・実,唐津工,公・実,,,,,,,
41,0,佐賀,1994年,41,佐賀商,公・実,鳥栖商,公・実,,,,,,,
41,0,佐賀,1995年,41,龍谷,私,佐賀商,公・実,,,,,,,
41,0,佐賀,1996年,41,唐津工,公・実,唐津商,公・実,,,,,,,
41,0,佐賀,1997年,41,佐賀商,公・実,伊万里商（→伊万里実）,公・実,,,,,,,
41,0,佐賀,1998年,41,佐賀学園,私,唐津東,公,,,,,,,
41,0,佐賀,1999年,41,佐賀東,公,鳥栖,公,,,,,,,
41,0,佐賀,2000年,41,佐賀北,公,敬徳,私,,,,,,,
41,0,佐賀,2001年,41,神埼,公,鳥栖,公,,,,,,,
41,0,佐賀,2002年,41,鳥栖,公,佐賀学園,私,,,,,,,
41,0,佐賀,2003年,41,鳥栖商,公・実,佐賀商,公・実,,,,,,,
41,0,佐賀,2004年,41,佐賀学園,私,杵島商（→白石）,公・実,,,,,,,
41,0,佐賀,2005年,41,佐賀商,公・実,鳥栖商,公・実,,,,,,,
41,0,佐賀,2006年,41,佐賀商,公・実,佐賀西,公,,,,,,,
41,0,佐賀,2007年,41,佐賀北,公,鹿島,公,,,,,,,
41,0,佐賀,2008年,41,佐賀商,公・実,鳥栖,公,,,,,,,
41,0,佐賀,2009年,40,伊万里農林（→伊万里実）,公・実,佐賀商,公・実,,,,,,,
41,0,佐賀,2010年,41,佐賀学園,私,佐賀商,公・実,,,,,,,
41,0,佐賀,2011年,41,唐津商,公・実,佐賀工,公・実,,,,,,,
41,0,佐賀,2012年,41,佐賀北,公,伊万里農林,公・実,,,,,,,
41,0,佐賀,2013年,41,有田工,公・実,早稲田佐賀,私,,,,,,,
41,0,佐賀,2014年,41,佐賀北,公,佐賀工,公・実,,,,,,,
41,0,佐賀,2015年,41,龍谷,私,唐津商,公・実,,,,,,,
41,0,佐賀,2016年,41,唐津商,公・実,佐賀商,公・実,,,,,,,
41,0,佐賀,2017年,41,早稲田佐賀,私,鳥栖,公,,,,,,,
41,0,佐賀,2018年,40,佐賀商,公・実,唐津商,公・実,,,,,,,
41,0,佐賀,2019年,39,佐賀北,公,鳥栖,公,,,,,,,
41,0,佐賀,2020年,37,龍谷,私,敬徳,私,,,,,独自大会,,
41,0,佐賀,2021年,37,東明館,私,佐賀北,公,,,,,,,
42,0,長崎,1948年,20,諫早（→諫早・諫早商）,公,海星,私,,,,,西九州２,×,
42,0,長崎,1949年,18,長崎商,公・実,佐世保北,公,,,,,西九州４,長崎東　*1,＊1 県大会は準決勝で敗退
42,0,長崎,1950年,12,長崎東,公,諫早,公,,,,,西九州２,×,
42,0,長崎,1951年,18,長崎商,公・実,長崎西,公,,,,,西九州２,長崎西,
42,0,長崎,1952年,17,長崎商,公・実,長崎西,公,,,,,西九州４,長崎商,
42,0,長崎,1953年,18,長崎東,公,大村,公,,,,,西九州２,×,
42,0,長崎,1954年,18,長崎商,公・実,長崎東,公,,,,,西九州２,長崎商,
42,0,長崎,1955年,19,長崎東,公,佐世保北,公,,,,,西九州４,×,
42,0,長崎,1956年,21,長崎南山,私,海星,私,,,,,西九州２,×,
42,0,長崎,1957年,20,海星,私,長崎西,公,,,,,西九州２,×,
42,0,長崎,1958年,20,長崎南山,私,西海学園,私,,,,,なし,長崎南山,
42,0,長崎,1959年,20,海星,私,島原,公,,,,,西九州,海星,
42,0,長崎,1960年,20,佐世保南,公,長崎南山,私,,,,,△西九州２,×,
42,0,長崎,1961年,21,海星,私,長崎西,公,,,,,△西九州２,海星,
42,0,長崎,1962年,21,大崎,公,佐世保北,公,,,,,△西九州２,×,
42,0,長崎,1963年,22,海星,私,西海学園,私,,,,,なし,海星,
42,0,長崎,1964年,24,海星,私,長崎西,公,,,,,△西九州２,海星,
42,0,長崎,1965年,26,海星,私,長崎工,公・実,,,,,△西九州２,×,
42,0,長崎,1966年,27,海星,私,佐世保工,公・実,,,,,△西九州２,海星,
42,0,長崎,1967年,27,海星,私,佐世保工,公・実,,,,,△西九州２,海星,
42,0,長崎,1968年,26,海星,私,佐世保工,公・実,,,,,なし,海星,
42,0,長崎,1969年,29,長崎商,公・実,長崎工,公・実,,,,,△西九州２,長崎商,
42,0,長崎,1970年,30,西海学園,私,長崎商,公・実,,,,,△西九州２,×,
42,0,長崎,1971年,30,海星,私,長崎工,公・実,,,,,△西九州２,海星,
42,0,長崎,1972年,31,海星,私,諫早,公,,,,,△西九州２,海星,
42,0,長崎,1973年,30,海星,私,長崎工,公・実,,,,,なし,海星,
42,0,長崎,1974年,31,佐世保工,公・実,海星,私,,,,,△西九州２,佐世保工,
42,0,長崎,1975年,33,諫早,公,五島,公,,,,,△西九州２,諫早,
42,0,長崎,1976年,35,海星,私,長崎北,公,,,,,△西九州２,海星,
42,0,長崎,1977年,36,諫早,公,海星,私,,,,,△西九州２,×,
42,0,長崎,1978年,38,佐世保工,公・実,壱岐,公,,,,,以降1県1代表制,,
42,0,長崎,1979年,41,諫早,公,長崎商,公・実,,,,,,,
42,0,長崎,1980年,41,瓊浦,私,海星,私,,,,,,,
42,0,長崎,1981年,44,長崎西,公,長崎東,公,,,,,,,
42,0,長崎,1982年,45,佐世保工,公・実,長崎商,公・実,,,,,,,
42,0,長崎,1983年,47,佐世保工,公・実,五島,公,,,,,,,
42,0,長崎,1984年,52,海星,私,上五島,公,,,,,,,
42,0,長崎,1985年,53,佐世保実,私,佐世保北,公,,,,,,,
42,0,長崎,1986年,54,島原中央,私,佐世保実,私,,,,,,,
42,0,長崎,1987年,55,長崎商,公・実,長崎東,公,,,,,,,
42,0,長崎,1988年,55,小浜,公,海星,私,,,,,,,
42,0,長崎,1989年,57,海星,私,佐世保実,私,,,,,,,
